expansion_band,ilvl_band,quality,quality_label,slot_key,role,peer_group,count,median_visible_budget,median_special_weapon_budget,median_total_budget_with_sockets,median_target_budget,median_percent_over_under,max_abs_median_percent_over_under,peer_outlier_count,sql_blocked_count
burning_crusade,090-104,2,Uncommon,ranged,generic,quality=2;slot=ranged;armor=none;weapon=ranged:bow_gun_crossbow;role=generic,1,9.38,0.0,9.38,9.38,0.0,0.0,0,1
burning_crusade,090-104,2,Uncommon,ranged,generic,quality=2;slot=ranged;armor=none;weapon=ranged:caster;role=generic,1,13.03,6.88,13.03,13.03,0.0,0.0,0,1
burning_crusade,090-104,2,Uncommon,ranged,physical,quality=2;slot=ranged;armor=none;weapon=ranged:bow_gun_crossbow;role=physical,5,13.0,7.0,13.0,13.51,-0.192,0.192,2,4
burning_crusade,090-104,2,Uncommon,ranged,physical,quality=2;slot=ranged;armor=none;weapon=ranged:thrown;role=physical,1,8.04,9.0,8.04,8.04,0.0,0.0,0,1
burning_crusade,090-104,2,Uncommon,shield,tank,quality=2;slot=shield;armor=shield;weapon=shield;role=tank,3,34.75,0.0,34.75,34.75,0.0,0.0,0,3
burning_crusade,090-104,2,Uncommon,shoulder,caster,quality=2;slot=shoulder;armor=1;weapon=none;role=caster,3,50.54,0.0,50.54,50.54,0.0,0.0,0,3
burning_crusade,090-104,2,Uncommon,shoulder,caster,quality=2;slot=shoulder;armor=3;weapon=none;role=caster,1,40.79,0.0,56.79,56.79,0.0,0.0,0,1
burning_crusade,090-104,2,Uncommon,shoulder,caster,quality=2;slot=shoulder;armor=4;weapon=none;role=caster,1,68.16,0.0,68.16,68.16,0.0,0.0,0,1
burning_crusade,090-104,2,Uncommon,shoulder,generic,quality=2;slot=shoulder;armor=3;weapon=none;role=generic,1,60.55,0.0,60.55,60.55,0.0,0.0,0,1
burning_crusade,090-104,2,Uncommon,shoulder,generic,quality=2;slot=shoulder;armor=4;weapon=none;role=generic,1,55.09,0.0,55.09,55.09,0.0,0.0,0,1
burning_crusade,090-104,2,Uncommon,shoulder,healer,quality=2;slot=shoulder;armor=1;weapon=none;role=healer,2,48.27,0.0,56.27,56.27,0.0,0.0,0,2
burning_crusade,090-104,2,Uncommon,shoulder,healer,quality=2;slot=shoulder;armor=2;weapon=none;role=healer,1,77.5,0.0,77.5,77.5,0.0,0.0,0,1
burning_crusade,090-104,2,Uncommon,shoulder,physical,quality=2;slot=shoulder;armor=2;weapon=none;role=physical,3,51.05,0.0,51.05,51.05,0.0,0.0,0,3
burning_crusade,090-104,2,Uncommon,shoulder,physical,quality=2;slot=shoulder;armor=3;weapon=none;role=physical,2,50.75,0.0,50.75,50.75,0.0,0.0,0,2
burning_crusade,090-104,2,Uncommon,shoulder,physical,quality=2;slot=shoulder;armor=4;weapon=none;role=physical,4,45.235,0.0,45.235,45.235,0.0,0.0,0,4
burning_crusade,090-104,2,Uncommon,waist,caster,quality=2;slot=waist;armor=1;weapon=none;role=caster,3,49.68,0.0,49.68,49.68,0.0,0.0,0,3
burning_crusade,090-104,2,Uncommon,waist,caster,quality=2;slot=waist;armor=4;weapon=none;role=caster,1,55.83,0.0,55.83,55.83,0.0,0.0,0,1
burning_crusade,090-104,2,Uncommon,waist,generic,quality=2;slot=waist;armor=1;weapon=none;role=generic,1,14.07,0.0,14.07,14.07,0.0,0.0,0,1
burning_crusade,090-104,2,Uncommon,waist,generic,quality=2;slot=waist;armor=4;weapon=none;role=generic,3,48.08,0.0,48.08,48.08,0.0,0.0,0,3
burning_crusade,090-104,2,Uncommon,waist,healer,quality=2;slot=waist;armor=1;weapon=none;role=healer,2,55.66,0.0,55.66,55.66,0.0,0.0,0,2
burning_crusade,090-104,2,Uncommon,waist,healer,quality=2;slot=waist;armor=2;weapon=none;role=healer,1,55.76,0.0,55.76,55.76,0.0,0.0,0,1
burning_crusade,090-104,2,Uncommon,waist,healer,quality=2;slot=waist;armor=4;weapon=none;role=healer,1,57.56,0.0,57.56,57.56,0.0,0.0,0,1
burning_crusade,090-104,2,Uncommon,waist,physical,quality=2;slot=waist;armor=2;weapon=none;role=physical,3,48.0,0.0,48.0,48.0,0.0,0.0,0,3
burning_crusade,090-104,2,Uncommon,waist,physical,quality=2;slot=waist;armor=3;weapon=none;role=physical,4,53.5,0.0,53.5,53.5,0.0,0.0,0,4
burning_crusade,090-104,2,Uncommon,waist,physical,quality=2;slot=waist;armor=4;weapon=none;role=physical,2,37.75,0.0,37.75,37.75,0.0,0.0,0,2
burning_crusade,090-104,2,Uncommon,waist,tank,quality=2;slot=waist;armor=4;weapon=none;role=tank,1,40.75,0.0,56.75,56.75,0.0,0.0,0,1
burning_crusade,090-104,2,Uncommon,weapon_main_hand,caster,quality=2;slot=weapon_main_hand;armor=none;weapon=weapon_main_hand:caster;role=caster,15,0.0,29.24,0.0,0.0,0.0,0.0,0,5
burning_crusade,090-104,2,Uncommon,weapon_one_hand,generic,quality=2;slot=weapon_one_hand;armor=none;weapon=weapon_one_hand:physical;role=generic,5,18.71,7.0,18.71,18.71,0.0,0.0,0,5
burning_crusade,090-104,2,Uncommon,weapon_one_hand,healer,quality=2;slot=weapon_one_hand;armor=none;weapon=weapon_one_hand:physical;role=healer,1,27.0,0.0,27.0,27.0,0.0,0.0,0,1
burning_crusade,090-104,2,Uncommon,weapon_one_hand,physical,quality=2;slot=weapon_one_hand;armor=none;weapon=weapon_one_hand:physical;role=physical,8,18.0,8.0,18.0,18.185,-0.938,0.938,5,5
burning_crusade,090-104,2,Uncommon,weapon_two_hand,caster,quality=2;slot=weapon_two_hand;armor=none;weapon=weapon_two_hand:caster;role=caster,5,63.16,36.12,63.16,63.16,0.0,0.0,0,5
burning_crusade,090-104,2,Uncommon,weapon_two_hand,caster,quality=2;slot=weapon_two_hand;armor=none;weapon=weapon_two_hand:physical;role=caster,1,46.09,0.0,46.09,46.09,0.0,0.0,0,1
burning_crusade,090-104,2,Uncommon,weapon_two_hand,generic,quality=2;slot=weapon_two_hand;armor=none;weapon=weapon_two_hand:physical;role=generic,3,72.12,0.0,72.12,72.12,0.0,0.0,0,3
burning_crusade,090-104,2,Uncommon,weapon_two_hand,healer,quality=2;slot=weapon_two_hand;armor=none;weapon=weapon_two_hand:caster;role=healer,1,65.1,21.5,65.1,65.1,0.0,0.0,0,1
burning_crusade,090-104,2,Uncommon,weapon_two_hand,physical,quality=2;slot=weapon_two_hand;armor=none;weapon=weapon_two_hand:physical;role=physical,14,46.545,10.0,46.545,47.0,4.11,4.11,14,7
burning_crusade,090-104,2,Uncommon,wrist,caster,quality=2;slot=wrist;armor=1;weapon=none;role=caster,4,34.1,0.0,34.1,34.1,0.0,0.0,0,4
burning_crusade,090-104,2,Uncommon,wrist,generic,quality=2;slot=wrist;armor=3;weapon=none;role=generic,1,38.73,0.0,38.73,38.73,0.0,0.0,0,1
burning_crusade,090-104,2,Uncommon,wrist,healer,quality=2;slot=wrist;armor=1;weapon=none;role=healer,1,42.61,0.0,42.61,42.61,0.0,0.0,0,1
burning_crusade,090-104,2,Uncommon,wrist,healer,quality=2;slot=wrist;armor=2;weapon=none;role=healer,3,36.04,0.0,36.04,36.04,0.0,0.0,0,3
burning_crusade,090-104,2,Uncommon,wrist,healer,quality=2;slot=wrist;armor=3;weapon=none;role=healer,2,40.78,0.0,40.78,40.78,0.0,0.0,0,2
burning_crusade,090-104,2,Uncommon,wrist,healer,quality=2;slot=wrist;armor=4;weapon=none;role=healer,1,48.72,0.0,48.72,48.72,0.0,0.0,0,1
burning_crusade,090-104,2,Uncommon,wrist,physical,quality=2;slot=wrist;armor=2;weapon=none;role=physical,5,37.06,0.0,37.06,37.06,0.0,0.0,0,4
burning_crusade,090-104,2,Uncommon,wrist,physical,quality=2;slot=wrist;armor=3;weapon=none;role=physical,3,36.0,0.0,36.0,36.0,0.0,0.0,0,3
burning_crusade,090-104,2,Uncommon,wrist,physical,quality=2;slot=wrist;armor=4;weapon=none;role=physical,3,37.7,0.0,37.7,37.7,0.0,0.0,0,3
burning_crusade,090-104,3,Rare,chest,caster,quality=3;slot=chest;armor=1;weapon=none;role=caster,1,71.08,0.0,95.08,95.08,0.0,0.0,0,1
burning_crusade,090-104,3,Rare,chest,generic,quality=3;slot=chest;armor=3;weapon=none;role=generic,1,72.72,0.0,96.72,96.72,0.0,0.0,0,1
burning_crusade,090-104,3,Rare,chest,healer,quality=3;slot=chest;armor=1;weapon=none;role=healer,2,78.125,0.0,90.125,99.49,-8.526,8.526,1,2
burning_crusade,090-104,3,Rare,chest,healer,quality=3;slot=chest;armor=2;weapon=none;role=healer,2,93.04,0.0,105.04,105.04,0.0,0.0,0,2
burning_crusade,090-104,3,Rare,chest,healer,quality=3;slot=chest;armor=3;weapon=none;role=healer,4,82.435,0.0,104.625,104.625,0.0,0.0,0,4
burning_crusade,090-104,3,Rare,chest,physical,quality=3;slot=chest;armor=2;weapon=none;role=physical,3,90.06,0.0,90.06,90.255,0.0,0.0,0,1
burning_crusade,090-104,3,Rare,chest,physical,quality=3;slot=chest;armor=4;weapon=none;role=physical,4,72.95,0.0,90.095,87.58,0.0,0.0,0,3
burning_crusade,090-104,3,Rare,chest,tank,quality=3;slot=chest;armor=2;weapon=none;role=tank,1,76.0,0.0,100.0,100.0,0.0,0.0,0,1
burning_crusade,090-104,3,Rare,chest,tank,quality=3;slot=chest;armor=4;weapon=none;role=tank,2,81.075,0.0,93.075,93.075,0.0,0.0,0,2
burning_crusade,090-104,3,Rare,cloak,caster,quality=3;slot=cloak;armor=1;weapon=none;role=caster,1,52.39,0.0,52.39,52.39,0.0,0.0,0,1
burning_crusade,090-104,3,Rare,cloak,generic,quality=3;slot=cloak;armor=1;weapon=none;role=generic,1,20.1,0.0,20.1,20.1,0.0,0.0,0,1
burning_crusade,090-104,3,Rare,cloak,healer,quality=3;slot=cloak;armor=1;weapon=none;role=healer,4,57.35,0.0,57.35,57.35,0.0,0.0,0,4
burning_crusade,090-104,3,Rare,cloak,physical,quality=3;slot=cloak;armor=1;weapon=none;role=physical,6,49.365,0.0,49.365,52.395,0.0,0.0,0,4
burning_crusade,090-104,3,Rare,cloak,tank,quality=3;slot=cloak;armor=1;weapon=none;role=tank,2,37.225,0.0,37.225,37.225,0.0,0.0,0,2
burning_crusade,090-104,3,Rare,feet,caster,quality=3;slot=feet;armor=1;weapon=none;role=caster,2,57.68,0.0,65.68,65.68,0.0,0.0,0,2
burning_crusade,090-104,3,Rare,feet,healer,quality=3;slot=feet;armor=1;weapon=none;role=healer,2,71.565,0.0,79.565,79.565,0.0,0.0,0,2
burning_crusade,090-104,3,Rare,feet,healer,quality=3;slot=feet;armor=3;weapon=none;role=healer,3,69.56,0.0,77.59,77.59,0.0,0.0,0,3
burning_crusade,090-104,3,Rare,feet,healer,quality=3;slot=feet;armor=4;weapon=none;role=healer,1,84.07,0.0,84.07,84.07,0.0,0.0,0,1
burning_crusade,090-104,3,Rare,feet,physical,quality=3;slot=feet;armor=2;weapon=none;role=physical,2,69.89,0.0,69.89,69.89,0.0,0.0,0,2
burning_crusade,090-104,3,Rare,feet,physical,quality=3;slot=feet;armor=3;weapon=none;role=physical,2,69.535,0.0,69.535,69.535,0.0,0.0,0,2
burning_crusade,090-104,3,Rare,feet,physical,quality=3;slot=feet;armor=4;weapon=none;role=physical,1,64.04,0.0,64.04,64.04,0.0,0.0,0,1
burning_crusade,090-104,3,Rare,feet,tank,quality=3;slot=feet;armor=2;weapon=none;role=tank,1,54.72,0.0,70.72,70.72,0.0,0.0,0,1
burning_crusade,090-104,3,Rare,feet,tank,quality=3;slot=feet;armor=4;weapon=none;role=tank,1,62.75,0.0,62.75,62.75,0.0,0.0,0,1
burning_crusade,090-104,3,Rare,finger,caster,quality=3;slot=finger;armor=0;weapon=none;role=caster,3,47.56,0.0,47.56,47.56,0.0,0.0,0,3
burning_crusade,090-104,3,Rare,finger,generic,quality=3;slot=finger;armor=0;weapon=none;role=generic,3,48.42,0.0,48.42,32.86,47.352,47.352,3,3
burning_crusade,090-104,3,Rare,finger,healer,quality=3;slot=finger;armor=0;weapon=none;role=healer,2,44.99,0.0,44.99,44.8,0.376,0.376,0,1
burning_crusade,090-104,3,Rare,finger,physical,quality=3;slot=finger;armor=0;weapon=none;role=physical,4,50.405,0.0,50.405,50.0,0.81,0.81,0,0
burning_crusade,090-104,3,Rare,finger,tank,quality=3;slot=finger;armor=0;weapon=none;role=tank,2,43.07,0.0,43.07,52.227,-17.147,17.147,1,2
burning_crusade,090-104,3,Rare,hands,caster,quality=3;slot=hands;armor=1;weapon=none;role=caster,3,62.14,0.0,71.92,72.61,0.0,0.0,0,2
burning_crusade,090-104,3,Rare,hands,generic,quality=3;slot=hands;armor=2;weapon=none;role=generic,1,51.0,0.0,67.0,67.0,0.0,0.0,0,1
burning_crusade,090-104,3,Rare,hands,healer,quality=3;slot=hands;armor=1;weapon=none;role=healer,2,66.81,0.0,66.81,66.81,0.0,0.0,0,2
burning_crusade,090-104,3,Rare,hands,healer,quality=3;slot=hands;armor=2;weapon=none;role=healer,2,60.5,0.0,68.5,68.5,0.0,0.0,0,2
burning_crusade,090-104,3,Rare,hands,healer,quality=3;slot=hands;armor=3;weapon=none;role=healer,2,67.945,0.0,75.945,75.945,0.0,0.0,0,2
burning_crusade,090-104,3,Rare,hands,healer,quality=3;slot=hands;armor=4;weapon=none;role=healer,1,65.06,0.0,81.06,81.06,0.0,0.0,0,1
burning_crusade,090-104,3,Rare,hands,physical,quality=3;slot=hands;armor=2;weapon=none;role=physical,1,50.06,0.0,66.06,66.06,0.0,0.0,0,1
burning_crusade,090-104,3,Rare,hands,physical,quality=3;slot=hands;armor=4;weapon=none;role=physical,2,53.89,0.0,61.89,64.873,-4.338,4.338,0,1
burning_crusade,090-104,3,Rare,head,caster,quality=3;slot=head;armor=1;weapon=none;role=caster,3,98.06,0.0,104.72,105.77,0.0,0.0,0,2
burning_crusade,090-104,3,Rare,head,caster,quality=3;slot=head;armor=2;weapon=none;role=caster,1,79.69,0.0,91.69,91.69,0.0,0.0,0,1
burning_crusade,090-104,3,Rare,head,caster,quality=3;slot=head;armor=3;weapon=none;role=caster,2,88.64,0.0,106.64,106.64,0.0,0.0,0,2
burning_crusade,090-104,3,Rare,head,caster,quality=3;slot=head;armor=4;weapon=none;role=caster,1,88.04,0.0,100.04,100.04,0.0,0.0,0,1
burning_crusade,090-104,3,Rare,head,generic,quality=3;slot=head;armor=3;weapon=none;role=generic,2,91.275,0.0,103.275,103.275,0.0,0.0,0,2
burning_crusade,090-104,3,Rare,head,generic,quality=3;slot=head;armor=4;weapon=none;role=generic,1,81.1,0.0,93.1,93.1,0.0,0.0,0,1
burning_crusade,090-104,3,Rare,head,healer,quality=3;slot=head;armor=1;weapon=none;role=healer,2,97.77,0.0,97.77,101.535,-3.544,3.544,0,1
burning_crusade,090-104,3,Rare,head,healer,quality=3;slot=head;armor=2;weapon=none;role=healer,1,93.42,0.0,117.42,117.42,0.0,0.0,0,1
burning_crusade,090-104,3,Rare,head,healer,quality=3;slot=head;armor=3;weapon=none;role=healer,2,101.805,0.0,101.805,101.805,0.0,0.0,0,2
burning_crusade,090-104,3,Rare,head,physical,quality=3;slot=head;armor=2;weapon=none;role=physical,4,94.2,0.0,100.2,100.2,0.0,0.0,0,4
burning_crusade,090-104,3,Rare,head,physical,quality=3;slot=head;armor=3;weapon=none;role=physical,1,74.74,0.0,98.74,98.74,0.0,0.0,0,1
burning_crusade,090-104,3,Rare,head,physical,quality=3;slot=head;armor=4;weapon=none;role=physical,3,82.1,0.0,94.1,94.1,0.0,0.0,0,3
burning_crusade,090-104,3,Rare,legs,caster,quality=3;slot=legs;armor=1;weapon=none;role=caster,2,95.755,0.0,99.755,99.755,0.0,0.0,0,2
burning_crusade,090-104,3,Rare,legs,caster,quality=3;slot=legs;armor=2;weapon=none;role=caster,1,68.22,0.0,92.22,92.22,0.0,0.0,0,1
burning_crusade,090-104,3,Rare,legs,caster,quality=3;slot=legs;armor=3;weapon=none;role=caster,1,101.35,0.0,109.35,109.35,0.0,0.0,0,1
burning_crusade,090-104,3,Rare,legs,generic,quality=3;slot=legs;armor=2;weapon=none;role=generic,1,96.88,0.0,112.88,112.88,0.0,0.0,0,1
burning_crusade,090-104,3,Rare,legs,generic,quality=3;slot=legs;armor=4;weapon=none;role=generic,2,95.505,0.0,99.505,106.055,-5.902,5.902,0,1
