expansion_band,ilvl_band,quality,quality_label,slot_key,role,count,median_visible_budget,median_special_weapon_budget,median_total_budget_with_sockets,median_target_budget,median_percent_over_under,max_abs_median_percent_over_under
burning_crusade,090-104,3,Rare,legs,physical,9,92.58,0.0,98.06,97.74,0.0,0.0
burning_crusade,090-104,3,Rare,legs,tank,2,85.42,0.0,97.42,97.42,0.0,0.0
burning_crusade,090-104,3,Rare,neck,caster,12,49.81,0.0,49.81,50.28,0.0,0.0
burning_crusade,090-104,3,Rare,neck,generic,3,40.1,0.0,40.1,40.1,0.0,0.0
burning_crusade,090-104,3,Rare,neck,physical,6,46.54,0.0,48.54,48.2,0.0,0.0
burning_crusade,090-104,3,Rare,neck,tank,1,57.29,0.0,57.29,57.29,0.0,0.0
burning_crusade,090-104,3,Rare,ranged,caster,6,26.95,0.0,26.95,26.95,0.0,0.0
burning_crusade,090-104,3,Rare,ranged,generic,5,16.69,8.0,16.69,16.69,0.0,0.0
burning_crusade,090-104,3,Rare,ranged,physical,5,12.0,12.0,12.0,12.0,0.0,0.0
burning_crusade,090-104,3,Rare,shield,tank,3,50.08,0.0,50.08,50.08,0.0,0.0
burning_crusade,090-104,3,Rare,shoulder,caster,6,68.955,0.0,73.95,77.24,0.0,0.0
burning_crusade,090-104,3,Rare,shoulder,generic,2,61.425,0.0,77.425,77.425,0.0,0.0
burning_crusade,090-104,3,Rare,shoulder,physical,4,69.55,0.0,76.39,75.06,0.0,0.0
burning_crusade,090-104,3,Rare,shoulder,tank,2,53.915,0.0,69.915,69.915,0.0,0.0
burning_crusade,090-104,3,Rare,waist,caster,5,68.23,0.0,73.56,74.38,0.0,0.0
burning_crusade,090-104,3,Rare,waist,generic,7,75.76,0.0,75.76,78.58,0.0,0.0
burning_crusade,090-104,3,Rare,waist,physical,3,75.08,0.0,75.08,78.42,0.0,0.0
burning_crusade,090-104,3,Rare,weapon_main_hand,caster,12,36.89,52.46,36.89,34.38,0.0,0.0
burning_crusade,090-104,3,Rare,weapon_main_hand,physical,1,21.71,14.0,21.71,21.71,0.0,0.0
burning_crusade,090-104,3,Rare,weapon_one_hand,generic,6,24.03,10.5,24.03,24.06,0.0,0.0
burning_crusade,090-104,3,Rare,weapon_one_hand,physical,12,24.06,12.5,24.06,24.03,0.0,0.0
burning_crusade,090-104,3,Rare,weapon_one_hand,tank,2,31.06,0.0,31.06,31.06,0.0,0.0
burning_crusade,090-104,3,Rare,weapon_two_hand,caster,3,151.47,0.0,151.47,151.47,0.0,0.0
burning_crusade,090-104,3,Rare,weapon_two_hand,physical,12,69.0,0.0,72.0,69.0,0.0,0.0
burning_crusade,090-104,3,Rare,wrist,caster,1,51.63,0.0,51.63,51.63,0.0,0.0
burning_crusade,090-104,3,Rare,wrist,physical,4,41.395,0.0,44.885,42.885,0.0,0.0
burning_crusade,090-104,4,Epic,chest,caster,9,105.95,0.0,105.95,112.05,0.0,0.0
burning_crusade,090-104,4,Epic,chest,physical,4,99.77,0.0,99.77,107.81,0.0,0.0
burning_crusade,090-104,4,Epic,chest,tank,3,89.75,0.0,90.05,89.9,0.0,0.0
burning_crusade,090-104,4,Epic,cloak,caster,3,57.24,0.0,57.24,54.965,0.0,0.0
burning_crusade,090-104,4,Epic,cloak,physical,3,36.38,0.0,36.38,36.38,0.0,0.0
burning_crusade,090-104,4,Epic,feet,caster,1,46.04,0.0,46.04,46.04,0.0,0.0
burning_crusade,090-104,4,Epic,feet,physical,2,44.235,0.0,44.235,44.235,0.0,0.0
burning_crusade,090-104,4,Epic,finger,caster,12,60.955,0.0,60.955,58.43,0.0,0.0
burning_crusade,090-104,4,Epic,finger,generic,4,58.77,0.0,58.77,58.54,0.0,0.0
burning_crusade,090-104,4,Epic,finger,physical,6,56.88,0.0,56.88,58.08,0.0,0.0
burning_crusade,090-104,4,Epic,finger,tank,3,45.09,0.0,45.09,45.11,0.0,0.0
burning_crusade,090-104,4,Epic,hands,caster,2,42.06,0.0,50.06,50.06,0.0,0.0
burning_crusade,090-104,4,Epic,hands,physical,3,49.06,0.0,49.06,49.06,0.0,0.0
burning_crusade,090-104,4,Epic,head,caster,5,87.72,0.0,87.72,87.72,0.0,0.0
burning_crusade,090-104,4,Epic,head,generic,1,43.0,0.0,43.0,43.0,0.0,0.0
burning_crusade,090-104,4,Epic,head,physical,4,92.615,0.0,92.615,92.615,0.0,0.0
burning_crusade,090-104,4,Epic,head,tank,2,76.315,0.0,76.315,76.315,0.0,0.0
burning_crusade,090-104,4,Epic,held_in_off_hand,caster,2,58.655,0.0,58.655,58.655,-0.0,0.0
burning_crusade,090-104,4,Epic,legs,caster,3,99.32,0.0,99.32,109.29,0.0,0.0
burning_crusade,090-104,4,Epic,legs,generic,1,36.85,0.0,36.85,36.85,0.0,0.0
burning_crusade,090-104,4,Epic,legs,physical,2,72.95,0.0,72.95,72.95,0.0,0.0
burning_crusade,090-104,4,Epic,legs,tank,1,72.77,0.0,72.77,72.77,0.0,0.0
burning_crusade,090-104,4,Epic,neck,caster,5,53.93,0.0,53.93,52.875,0.0,0.0
burning_crusade,090-104,4,Epic,neck,generic,1,49.04,0.0,49.04,49.04,0.0,0.0
burning_crusade,090-104,4,Epic,neck,physical,2,32.885,0.0,32.885,32.885,-0.0,0.0
burning_crusade,090-104,4,Epic,ranged,caster,2,20.425,6.88,20.425,20.425,0.0,0.0
burning_crusade,090-104,4,Epic,ranged,physical,6,25.43,5.0,25.43,26.02,0.0,0.0
burning_crusade,090-104,4,Epic,shield,tank,2,63.795,0.0,63.795,63.795,0.0,0.0
burning_crusade,090-104,4,Epic,shoulder,caster,2,46.07,0.0,54.07,54.07,0.0,0.0
burning_crusade,090-104,4,Epic,shoulder,physical,2,44.235,0.0,44.235,44.235,0.0,0.0
burning_crusade,090-104,4,Epic,waist,caster,1,46.04,0.0,46.04,46.04,0.0,0.0
burning_crusade,090-104,4,Epic,waist,physical,2,44.235,0.0,44.235,44.235,0.0,0.0
burning_crusade,090-104,4,Epic,weapon_main_hand,caster,6,40.875,136.74,40.875,40.875,0.0,0.0
burning_crusade,090-104,4,Epic,weapon_main_hand,generic,1,24.68,0.0,52.68,52.68,0.0,0.0
burning_crusade,090-104,4,Epic,weapon_one_hand,physical,4,20.0,15.0,20.0,20.0,0.0,0.0
burning_crusade,090-104,4,Epic,weapon_one_hand,tank,3,32.71,0.0,32.71,31.875,0.0,0.0
burning_crusade,090-104,4,Epic,weapon_two_hand,caster,2,79.41,0.0,79.41,79.41,0.0,0.0
burning_crusade,090-104,4,Epic,weapon_two_hand,generic,1,109.18,0.0,109.18,109.18,0.0,0.0
burning_crusade,090-104,4,Epic,weapon_two_hand,physical,2,66.45,356.0,66.45,66.45,0.0,0.0
burning_crusade,090-104,4,Epic,weapon_two_hand,tank,1,72.77,0.0,72.77,72.77,0.0,0.0
burning_crusade,090-104,4,Epic,wrist,caster,1,46.53,0.0,46.53,46.53,0.0,0.0
burning_crusade,090-104,4,Epic,wrist,physical,2,32.885,0.0,32.885,32.885,-0.0,0.0
burning_crusade,090-104,5,Legendary,weapon_two_hand,caster,4,84.935,133.3,84.935,84.935,-0.0,0.0
burning_crusade,105-119,2,Uncommon,chest,caster,12,78.725,0.0,78.725,81.445,0.0,0.0
burning_crusade,105-119,2,Uncommon,chest,generic,3,84.18,0.0,84.18,84.18,0.0,0.0
burning_crusade,105-119,2,Uncommon,chest,physical,13,77.13,0.0,77.13,83.12,0.0,0.0
burning_crusade,105-119,2,Uncommon,chest,tank,1,92.12,0.0,92.12,92.12,0.0,0.0
burning_crusade,105-119,2,Uncommon,cloak,caster,3,52.0,0.0,52.0,49.49,0.0,0.0
burning_crusade,105-119,2,Uncommon,cloak,generic,2,25.725,0.0,25.725,25.725,0.0,0.0
burning_crusade,105-119,2,Uncommon,cloak,physical,2,42.035,0.0,42.035,42.035,0.0,0.0
burning_crusade,105-119,2,Uncommon,cloak,tank,1,29.07,0.0,29.07,29.07,0.0,0.0
burning_crusade,105-119,2,Uncommon,feet,caster,20,62.92,0.0,62.92,64.38,0.0,0.0
burning_crusade,105-119,2,Uncommon,feet,generic,3,53.0,0.0,53.0,53.0,0.0,0.0
burning_crusade,105-119,2,Uncommon,feet,physical,6,57.5,0.0,57.5,55.0,0.0,0.0
burning_crusade,105-119,2,Uncommon,feet,tank,4,57.4,0.0,57.4,57.09,0.0,0.0
burning_crusade,105-119,2,Uncommon,finger,caster,4,47.015,0.0,47.015,51.9,0.0,0.0
burning_crusade,105-119,2,Uncommon,finger,physical,3,43.0,0.0,43.0,43.0,0.0,0.0
burning_crusade,105-119,2,Uncommon,finger,tank,2,44.92,0.0,44.92,44.92,0.0,0.0
burning_crusade,105-119,2,Uncommon,hands,caster,16,63.3,0.0,63.3,63.025,0.0,0.0
burning_crusade,105-119,2,Uncommon,hands,generic,1,65.06,0.0,65.06,65.06,0.0,0.0
burning_crusade,105-119,2,Uncommon,hands,physical,13,56.0,0.0,58.06,55.76,0.0,0.0
burning_crusade,105-119,2,Uncommon,hands,tank,3,62.77,0.0,62.77,64.01,0.0,0.0
burning_crusade,105-119,2,Uncommon,head,caster,15,78.5,0.0,78.5,78.5,0.0,0.0
burning_crusade,105-119,2,Uncommon,head,generic,4,72.87,0.0,72.87,72.74,0.0,0.0
burning_crusade,105-119,2,Uncommon,head,physical,7,80.72,0.0,80.72,80.25,0.0,0.0
burning_crusade,105-119,2,Uncommon,head,tank,2,87.555,0.0,99.555,99.555,0.0,0.0
burning_crusade,105-119,2,Uncommon,held_in_off_hand,caster,1,40.5,0.0,40.5,40.5,0.0,0.0
burning_crusade,105-119,2,Uncommon,legs,caster,12,88.25,0.0,90.005,90.95,0.0,0.0
burning_crusade,105-119,2,Uncommon,legs,generic,6,79.315,0.0,79.315,79.065,0.0,0.0
burning_crusade,105-119,2,Uncommon,legs,physical,7,74.0,0.0,74.0,75.08,0.0,0.0
burning_crusade,105-119,2,Uncommon,neck,caster,2,40.105,0.0,40.105,40.105,-0.0,0.0
burning_crusade,105-119,2,Uncommon,neck,physical,2,43.39,0.0,43.39,43.39,0.0,0.0
burning_crusade,105-119,2,Uncommon,neck,tank,1,42.06,0.0,42.06,42.06,0.0,0.0
burning_crusade,105-119,2,Uncommon,ranged,caster,5,7.5,12.04,11.7,14.03,0.0,0.0
burning_crusade,105-119,2,Uncommon,ranged,physical,9,12.0,11.0,12.0,12.0,0.0,0.0
burning_crusade,105-119,2,Uncommon,shield,tank,2,44.545,0.0,44.545,44.545,-0.0,0.0
burning_crusade,105-119,2,Uncommon,shoulder,caster,12,61.415,0.0,61.415,59.25,0.0,0.0
burning_crusade,105-119,2,Uncommon,shoulder,generic,2,59.6,0.0,59.6,59.6,0.0,0.0
burning_crusade,105-119,2,Uncommon,shoulder,physical,12,59.38,0.0,60.045,59.04,0.0,0.0
burning_crusade,105-119,2,Uncommon,shoulder,tank,2,73.565,0.0,73.565,73.565,0.0,0.0
burning_crusade,105-119,2,Uncommon,waist,caster,21,64.42,0.0,64.42,64.42,0.0,0.0
burning_crusade,105-119,2,Uncommon,waist,generic,5,58.44,0.0,58.44,62.27,0.0,0.0
burning_crusade,105-119,2,Uncommon,waist,physical,6,60.02,0.0,60.02,59.635,0.0,0.0
burning_crusade,105-119,2,Uncommon,waist,tank,1,62.13,0.0,62.13,62.13,0.0,0.0
burning_crusade,105-119,2,Uncommon,weapon_main_hand,caster,15,0.0,55.04,0.0,0.0,0.0,0.0
burning_crusade,105-119,2,Uncommon,weapon_main_hand,physical,2,15.015,15.0,15.015,15.015,0.0,0.0
burning_crusade,105-119,2,Uncommon,weapon_off_hand,physical,1,14.0,14.0,14.0,14.0,0.0,0.0
burning_crusade,105-119,2,Uncommon,weapon_one_hand,generic,3,21.05,0.0,21.05,23.025,0.0,0.0
burning_crusade,105-119,2,Uncommon,weapon_one_hand,physical,6,17.685,10.5,17.685,18.37,0.0,0.0
burning_crusade,105-119,2,Uncommon,weapon_one_hand,tank,2,29.05,0.0,29.05,29.05,0.0,0.0
burning_crusade,105-119,2,Uncommon,weapon_two_hand,caster,5,84.63,0.0,84.63,132.81,0.0,0.0
burning_crusade,105-119,2,Uncommon,weapon_two_hand,generic,3,83.14,0.0,83.14,83.14,0.0,0.0
burning_crusade,105-119,2,Uncommon,weapon_two_hand,physical,7,51.13,39.0,51.13,56.5,0.0,0.0
burning_crusade,105-119,2,Uncommon,wrist,caster,14,45.65,0.0,45.65,46.78,0.0,0.0
burning_crusade,105-119,2,Uncommon,wrist,generic,3,48.08,0.0,48.08,48.08,0.0,0.0
burning_crusade,105-119,2,Uncommon,wrist,physical,8,40.875,0.0,40.875,40.948,0.0,0.0
burning_crusade,105-119,3,Rare,chest,caster,61,93.02,0.0,113.35,113.35,0.0,0.0
burning_crusade,105-119,3,Rare,chest,generic,30,97.14,0.0,118.52,118.9,0.0,0.0
burning_crusade,105-119,3,Rare,chest,physical,16,86.755,0.0,98.385,100.265,0.0,0.0
burning_crusade,105-119,3,Rare,chest,tank,3,91.13,0.0,93.15,101.315,0.0,0.0
burning_crusade,105-119,3,Rare,cloak,caster,19,56.05,0.0,56.05,56.05,0.0,0.0
burning_crusade,105-119,3,Rare,cloak,generic,11,18.09,0.0,18.09,33.545,0.0,0.0
burning_crusade,105-119,3,Rare,cloak,physical,5,52.73,0.0,52.73,52.73,0.0,0.0
burning_crusade,105-119,3,Rare,cloak,tank,4,55.085,0.0,55.085,57.22,-0.0,0.0
burning_crusade,105-119,3,Rare,feet,caster,24,82.44,0.0,84.56,83.505,0.0,0.0
burning_crusade,105-119,3,Rare,feet,generic,10,22.11,0.0,34.09,34.09,0.0,0.0
burning_crusade,105-119,3,Rare,feet,physical,10,70.055,0.0,71.575,74.815,0.0,0.0
burning_crusade,105-119,3,Rare,feet,tank,4,57.095,0.0,72.09,73.08,0.0,0.0
burning_crusade,105-119,3,Rare,finger,caster,33,50.52,0.0,50.52,53.23,0.0,0.0
burning_crusade,105-119,3,Rare,finger,generic,13,41.0,0.0,41.0,18.09,0.0,0.0
burning_crusade,105-119,3,Rare,finger,physical,18,51.895,0.0,51.895,53.905,0.0,0.0
burning_crusade,105-119,3,Rare,finger,tank,9,55.08,0.0,55.08,53.405,0.0,0.0
burning_crusade,105-119,3,Rare,hands,caster,53,83.35,0.0,83.61,83.99,0.0,0.0
burning_crusade,105-119,3,Rare,hands,generic,19,80.1,0.0,80.1,80.75,0.0,0.0
burning_crusade,105-119,3,Rare,hands,physical,26,79.77,0.0,80.42,82.77,0.0,0.0
burning_crusade,105-119,3,Rare,hands,tank,4,83.985,0.0,83.985,83.803,0.0,0.0
burning_crusade,105-119,3,Rare,head,caster,61,94.89,0.0,111.9,113.13,0.0,0.0
burning_crusade,105-119,3,Rare,head,generic,21,88.1,0.0,108.1,108.1,0.0,0.0
burning_crusade,105-119,3,Rare,head,physical,24,89.27,0.0,105.405,106.07,0.0,0.0
burning_crusade,105-119,3,Rare,head,tank,5,98.16,0.0,98.16,96.895,0.0,0.0
burning_crusade,105-119,3,Rare,held_in_off_hand,caster,14,57.8,0.0,57.8,51.84,0.0,0.0
burning_crusade,105-119,3,Rare,legs,caster,58,110.37,0.0,114.615,114.99,0.0,0.0
burning_crusade,105-119,3,Rare,legs,generic,23,112.14,0.0,112.14,116.08,0.0,0.0
burning_crusade,105-119,3,Rare,legs,physical,22,101.1,0.0,106.1,106.15,0.0,0.0
burning_crusade,105-119,3,Rare,legs,tank,5,69.11,0.0,93.11,94.99,0.0,0.0
burning_crusade,105-119,3,Rare,neck,caster,15,59.59,0.0,59.59,57.465,0.0,0.0
burning_crusade,105-119,3,Rare,neck,generic,10,16.08,0.0,16.08,12.06,0.0,0.0
burning_crusade,105-119,3,Rare,neck,physical,9,51.75,0.0,51.75,52.07,0.0,0.0
burning_crusade,105-119,3,Rare,neck,tank,9,55.06,0.0,55.06,55.06,0.0,0.0
burning_crusade,105-119,3,Rare,ranged,caster,9,29.46,0.0,29.46,23.54,0.0,0.0
burning_crusade,105-119,3,Rare,ranged,generic,14,26.045,0.0,26.045,27.73,0.0,0.0
burning_crusade,105-119,3,Rare,ranged,physical,11,14.0,13.0,14.0,12.345,0.0,0.0
burning_crusade,105-119,3,Rare,ranged,tank,1,27.07,0.0,27.07,27.07,0.0,0.0
burning_crusade,105-119,3,Rare,shield,tank,13,53.34,0.0,53.34,49.84,0.0,0.0
burning_crusade,105-119,3,Rare,shoulder,caster,50,74.65,0.0,89.09,89.14,0.0,0.0
burning_crusade,105-119,3,Rare,shoulder,generic,21,74.11,0.0,89.11,89.11,0.0,0.0
burning_crusade,105-119,3,Rare,shoulder,physical,15,70.0,0.0,78.75,80.395,0.0,0.0
burning_crusade,105-119,3,Rare,shoulder,tank,3,65.74,0.0,81.74,81.74,0.0,0.0
burning_crusade,105-119,3,Rare,waist,caster,21,80.27,0.0,81.14,81.48,0.0,0.0
burning_crusade,105-119,3,Rare,waist,generic,7,18.09,0.0,34.09,34.09,0.0,0.0
burning_crusade,105-119,3,Rare,waist,physical,13,68.43,0.0,74.75,74.75,0.0,0.0
burning_crusade,105-119,3,Rare,waist,tank,4,82.09,0.0,83.98,84.96,0.0,0.0
burning_crusade,105-119,3,Rare,weapon_main_hand,caster,22,39.07,104.06,39.1,39.1,0.0,0.0
burning_crusade,105-119,3,Rare,weapon_main_hand,generic,3,42.06,13.0,42.06,42.06,0.0,0.0
burning_crusade,105-119,3,Rare,weapon_main_hand,physical,3,24.71,14.0,27.72,27.72,0.0,0.0
burning_crusade,105-119,3,Rare,weapon_off_hand,generic,3,42.06,13.0,42.06,42.06,0.0,0.0
burning_crusade,105-119,3,Rare,weapon_off_hand,physical,1,32.7,5.0,32.7,32.7,0.0,0.0
burning_crusade,105-119,3,Rare,weapon_one_hand,generic,22,42.06,13.0,42.06,42.06,0.0,0.0
burning_crusade,105-119,3,Rare,weapon_one_hand,physical,21,28.07,15.0,28.07,26.39,0.0,0.0
burning_crusade,105-119,3,Rare,weapon_one_hand,tank,3,41.73,0.0,41.73,41.9,0.0,0.0
burning_crusade,105-119,3,Rare,weapon_two_hand,caster,19,94.44,104.06,95.59,97.7,0.0,0.0
burning_crusade,105-119,3,Rare,weapon_two_hand,generic,14,98.82,0.0,105.13,105.76,0.0,0.0
burning_crusade,105-119,3,Rare,weapon_two_hand,physical,24,69.555,35.5,74.055,70.925,0.0,0.0
burning_crusade,105-119,3,Rare,wrist,caster,20,57.925,0.0,60.965,61.22,0.0,0.0
burning_crusade,105-119,3,Rare,wrist,generic,3,20.77,0.0,20.77,20.77,0.0,0.0
burning_crusade,105-119,3,Rare,wrist,physical,10,47.525,0.0,51.56,51.56,0.0,0.0
burning_crusade,105-119,3,Rare,wrist,tank,2,59.865,0.0,63.865,63.865,0.0,0.0
burning_crusade,105-119,4,Epic,chest,caster,13,115.3,0.0,133.54,141.94,0.0,0.0
burning_crusade,105-119,4,Epic,chest,generic,19,84.5,0.0,108.5,109.665,0.0,0.0
burning_crusade,105-119,4,Epic,chest,physical,7,123.12,0.0,128.12,131.86,0.0,0.0
burning_crusade,105-119,4,Epic,chest,tank,2,89.51,0.0,101.51,101.51,0.0,0.0
burning_crusade,105-119,4,Epic,cloak,caster,11,68.12,0.0,68.12,66.095,0.0,0.0
burning_crusade,105-119,4,Epic,cloak,generic,2,41.935,0.0,41.935,41.935,0.0,0.0
burning_crusade,105-119,4,Epic,cloak,physical,6,61.74,0.0,61.74,61.74,0.0,0.0
burning_crusade,105-119,4,Epic,cloak,tank,3,45.1,0.0,45.1,56.975,0.0,0.0
burning_crusade,105-119,4,Epic,feet,caster,14,96.225,0.0,96.955,95.165,0.0,0.0
burning_crusade,105-119,4,Epic,feet,generic,5,24.12,0.0,24.12,24.12,0.0,0.0
burning_crusade,105-119,4,Epic,feet,physical,12,82.59,0.0,90.44,92.25,0.0,0.0
burning_crusade,105-119,4,Epic,feet,tank,2,82.27,0.0,90.27,90.27,-0.0,0.0
burning_crusade,105-119,4,Epic,finger,caster,15,67.5,0.0,71.09,71.09,0.0,0.0
burning_crusade,105-119,4,Epic,finger,generic,4,40.1,0.0,40.1,39.96,-0.0,0.0
burning_crusade,105-119,4,Epic,finger,physical,10,56.53,0.0,56.53,53.385,0.0,0.0
burning_crusade,105-119,4,Epic,finger,tank,3,42.77,0.0,42.77,40.44,0.0,0.0
