entry,name,class,subclass,subclass_label,inventory_type,inventory_label,slot_key,quality,quality_label,required_level,item_level,old_armor,new_armor,old_damage_min,old_damage_max,new_damage_min,new_damage_max,old_dps,new_dps,old_stat_list,new_stat_list,old_weighted_budget,new_weighted_budget,socket_budget,target_budget,target_visible_budget,percent_over_under_before,percent_over_under_after,action,skip_reasons,warnings
29246,Nightfall Wristguards,4,2,Leather,9,Wrist,wrist,4,Epic,70,110,153,173,0.0,0.0,0.0,0.0,0.0,0.0,"+24 Agility, +22 Stamina, +46 Attack Power","+12 Agility, +11 Stamina, +22 Attack Power",61.74,30.37,0.0,30.181216847147788,30.181216847147788,104.56431664992529,0.6254988120866771,report-only,,armor median from 14 sample(s) within 10 ilvl
29247,Girdle of the Deathdealer,4,2,Leather,6,Waist,waist,4,Epic,70,110,196,205,0.0,0.0,0.0,0.0,0.0,0.0,"+28 Agility, +28 Stamina, +20 Hit Rating, +56 Attack Power","+12 Agility, +12 Stamina, +8 Hit Rating, +24 Attack Power",94.76,40.04,0.0,39.88232226230243,39.88232226230243,137.59900282830085,0.3953574635412055,report-only,,armor median from 5 sample(s) within 10 ilvl
29248,Shadowstep Striders,4,2,Leather,8,Feet,feet,4,Epic,70,110,240,250,0.0,0.0,0.0,0.0,0.0,0.0,"+31 Agility, +30 Stamina, +54 Attack Power","+16 Agility, +15 Stamina, +28 Attack Power",78.1,40.05,0.0,39.88232226230243,39.88232226230243,95.82610933822598,0.42043122914148556,report-only,,armor median from 8 sample(s) within 10 ilvl
29249,Bands of the Benevolent,4,1,Cloth,9,Wrist,wrist,4,Epic,70,110,81,84,0.0,0.0,0.0,0.0,0.0,0.0,"+18 Stamina, +20 Intellect, +18 Spirit, +25 Spell Power","+8 Stamina, +8 Intellect, +8 Spirit, +11 Spell Power",71.56,30.82,0.0,30.181216847147788,30.181216847147788,137.10110948280945,2.116492373675052,report-only,,armor median from 13 sample(s) within 10 ilvl
29250,Cord of Sanctification,4,1,Cloth,6,Waist,waist,4,Epic,70,110,105,105,0.0,0.0,0.0,0.0,0.0,0.0,"+25 Stamina, +24 Intellect, +33 Spell Power, +9 Mana per 5 sec","+11 Stamina, +10 Intellect, +14 Spell Power, +4 Mana per 5 sec",91.63,39.41,0.0,39.88232226230243,39.88232226230243,129.7509141954116,-1.1842897692767569,report-only,,armor median from 11 sample(s) within 10 ilvl
29251,Boots of the Pious,4,1,Cloth,8,Feet,feet,4,Epic,70,110,128,134,0.0,0.0,0.0,0.0,0.0,0.0,"+24 Stamina, +26 Intellect, +23 Spirit, +33 Spell Power","+10 Stamina, +11 Intellect, +10 Spirit, +14 Spell Power",93.46,39.739999999999995,0.0,39.88232226230243,39.88232226230243,134.33941330026374,-0.35685550446735564,report-only,,armor median from 8 sample(s) within 10 ilvl
29252,Bracers of Dignity,4,4,Plate,9,Wrist,wrist,4,Epic,70,110,608,624,0.0,0.0,0.0,0.0,0.0,0.0,"+30 Stamina, +12 Intellect, +21 Defense Rating, +19 Spell Power","+13 Stamina, +5 Intellect, +9 Defense Rating, +8 Spell Power",69.44,29.59,0.0,30.181216847147788,30.181216847147788,130.0768731482153,-1.9588900279998465,report-only,,armor median from 15 sample(s) within 10 ilvl
29253,Girdle of Valorous Deeds,4,4,Plate,6,Waist,waist,4,Epic,70,110,782,870,0.0,0.0,0.0,0.0,0.0,0.0,"+37 Stamina, +22 Intellect, +24 Defense Rating, +16 Block Rating, +20 Spell Power","+14 Stamina, +8 Intellect, +9 Defense Rating, +6 Block Rating, +8 Spell Power",103.99000000000001,39.260000000000005,0.0,39.88232226230243,39.88232226230243,160.7420884773639,-1.5603962532810107,report-only,,armor median from 22 sample(s) within 20 ilvl
29254,Boots of the Righteous Path,4,4,Plate,8,Feet,feet,4,Epic,70,110,955,997,0.0,0.0,0.0,0.0,0.0,0.0,"+34 Stamina, +26 Intellect, +23 Defense Rating, +28 Spell Power","+14 Stamina, +11 Intellect, +10 Defense Rating, +12 Spell Power",95.86,40.7,0.0,39.88232226230243,39.88232226230243,140.35711704433217,2.050225993160026,report-only,,armor median from 8 sample(s) within 10 ilvl
29255,Bands of Rarefied Magic,4,1,Cloth,9,Wrist,wrist,4,Epic,70,110,81,84,0.0,0.0,0.0,0.0,0.0,0.0,"+22 Stamina, +21 Intellect, +16 Spirit, +25 Spell Power","+9 Stamina, +9 Intellect, +7 Spirit, +10 Spell Power",73.24000000000001,30.630000000000003,0.0,30.181216847147788,30.181216847147788,142.66748544607273,1.4869617587821888,report-only,,armor median from 13 sample(s) within 10 ilvl
29257,Sash of Arcane Visions,4,1,Cloth,6,Waist,waist,4,Epic,70,110,105,105,0.0,0.0,0.0,0.0,0.0,0.0,"+18 Stamina, +23 Intellect, +19 Spirit, +22 Crit Rating, +28 Spell Power","+7 Stamina, +9 Intellect, +8 Spirit, +9 Crit Rating, +11 Spell Power",100.14,40.15,0.0,39.88232226230243,39.88232226230243,151.08868872125416,0.6711688851443393,report-only,,armor median from 11 sample(s) within 10 ilvl
29258,Boots of Ethereal Manipulation,4,1,Cloth,8,Feet,feet,4,Epic,70,110,128,134,0.0,0.0,0.0,0.0,0.0,0.0,"+27 Stamina, +27 Intellect, +21 Spirit, +33 Spell Power","+11 Stamina, +11 Intellect, +9 Spirit, +14 Spell Power",94.47,39.41,0.0,39.88232226230243,39.88232226230243,136.87186362589253,-1.1842897692767569,report-only,,armor median from 8 sample(s) within 10 ilvl
29259,Bracers of the Hunt,4,3,Mail,9,Wrist,wrist,4,Epic,70,110,340,349,0.0,0.0,0.0,0.0,0.0,0.0,"+19 Agility, +16 Stamina, +17 Intellect, +36 Attack Power, +5 Mana per 5 sec","+7 Agility, +6 Stamina, +7 Intellect, +14 Attack Power, +2 Mana per 5 sec",77.22,30.02,0.0,30.181216847147788,30.181216847147788,155.85449516856545,-0.5341628469265096,report-only,,armor median from 13 sample(s) within 10 ilvl
29261,Girdle of Ferocity,4,3,Mail,6,Waist,waist,4,Epic,70,110,438,457,0.0,0.0,0.0,0.0,0.0,0.0,"+28 Agility, +21 Stamina, +22 Intellect, +14 Hit Rating, +44 Attack Power","+11 Agility, +8 Stamina, +9 Intellect, +6 Hit Rating, +18 Attack Power",100.07,40.36,0.0,39.88232226230243,39.88232226230243,150.91317236205214,1.1977179627503267,report-only,,armor median from 6 sample(s) within 10 ilvl
29262,Boots of the Endless Hunt,4,3,Mail,8,Feet,feet,4,Epic,70,110,535,558,0.0,0.0,0.0,0.0,0.0,0.0,"+26 Agility, +19 Stamina, +23 Intellect, +48 Attack Power, +8 Mana per 5 sec","+10 Agility, +7 Stamina, +9 Intellect, +18 Attack Power, +3 Mana per 5 sec",105.73,40.19,0.0,39.88232226230243,39.88232226230243,165.1049236918135,0.7714639475454772,report-only,,armor median from 5 sample(s) within 10 ilvl
29263,Forestheart Bracers,4,2,Leather,9,Wrist,wrist,4,Epic,70,110,237,159,0.0,0.0,0.0,0.0,0.0,0.0,"+36 Attack Power, +18 Agility, +27 Stamina, +16 Intellect","+16 Attack Power, +8 Agility, +12 Stamina, +7 Intellect",70.09,31.04,0.0,30.181216847147788,30.181216847147788,132.23053051495407,2.8454225593404767,report-only,,armor median from 14 sample(s) within 10 ilvl
29264,Tree-Mender's Belt,4,2,Leather,6,Waist,waist,4,Epic,70,110,406,205,0.0,0.0,0.0,0.0,0.0,0.0,"+54 Attack Power, +27 Agility, +22 Stamina, +21 Intellect","+24 Attack Power, +12 Agility, +10 Stamina, +9 Intellect",89.74,39.7,0.0,39.88232226230243,39.88232226230243,125.01197249695772,-0.45715056686847577,report-only,,armor median from 5 sample(s) within 10 ilvl
29265,Barkchip Boots,4,2,Leather,8,Feet,feet,4,Epic,70,110,352,250,0.0,0.0,0.0,0.0,0.0,0.0,"+48 Attack Power, +24 Agility, +36 Stamina, +21 Intellect","+21 Attack Power, +10 Agility, +15 Stamina, +9 Intellect",93.12,39.55,0.0,39.88232226230243,39.88232226230243,133.4869052698541,-0.8332570508727652,report-only,,armor median from 8 sample(s) within 10 ilvl
29266,Azure-Shield of Coldarra,4,6,Shield,14,Shield,shield,4,Epic,70,110,4668,4668,0.0,0.0,0.0,0.0,0.0,0.0,"+31 Stamina, +22 Defense Rating, +66 Block Value","+14 Stamina, +10 Defense Rating, +31 Block Value",85.66999999999999,39.53,0.0,39.88232226230243,39.88232226230243,114.80694989764172,-0.8834045820733253,report-only,,armor median from 7 sample(s) within 10 ilvl
29267,Light-Bearer's Faith Shield,4,6,Shield,14,Shield,shield,4,Epic,70,110,4668,4668,0.0,0.0,0.0,0.0,0.0,0.0,"+21 Stamina, +22 Intellect, +29 Spell Power","+14 Stamina, +14 Intellect, +19 Spell Power",61.010000000000005,39.72,0.0,39.88232226230243,39.88232226230243,52.9750439273389,-0.40700303566791574,report-only,,armor median from 7 sample(s) within 10 ilvl
29268,Mazthoril Honor Shield,4,6,Shield,14,Shield,shield,4,Epic,70,110,4668,4668,0.0,0.0,0.0,0.0,0.0,0.0,"+16 Stamina, +17 Intellect, +21 Crit Rating, +23 Spell Power","+9 Stamina, +10 Intellect, +12 Crit Rating, +13 Spell Power",68.5,39.21,0.0,39.88232226230243,39.88232226230243,71.75529436195237,-1.6857650812824465,report-only,,armor median from 7 sample(s) within 10 ilvl
29269,Sapphiron's Wing Bone,4,0,Misc,23,Held in Off-hand,held_in_off_hand,4,Epic,70,110,0,0,0.0,0.0,0.0,0.0,0.0,0.0,+12 Hit Rating,+30 Hit Rating,12.0,30.0,0.0,30.181216847147788,30.181216847147788,-60.24017169097662,-0.600429227441547,report-only,,spell payload ignored and left unchanged
29270,Flametongue Seal,4,0,Misc,23,Held in Off-hand,held_in_off_hand,4,Epic,70,110,0,0,0.0,0.0,0.0,0.0,0.0,0.0,+17 Crit Rating,+30 Crit Rating,17.0,30.0,0.0,30.181216847147788,30.181216847147788,-43.67357656221687,-0.600429227441547,report-only,,spell payload ignored and left unchanged
29271,Talisman of Kalecgos,4,0,Misc,23,Held in Off-hand,held_in_off_hand,4,Epic,70,110,0,0,0.0,0.0,0.0,0.0,0.0,0.0,+14 Intellect,+30 Intellect,14.0,30.0,0.0,30.181216847147788,30.181216847147788,-53.61353363947272,-0.600429227441547,report-only,,spell payload ignored and left unchanged
29272,Orb of the Soul-Eater,4,0,Misc,23,Held in Off-hand,held_in_off_hand,4,Epic,70,110,0,0,0.0,0.0,0.0,0.0,0.0,0.0,+18 Stamina,+45 Stamina,12.06,30.150000000000002,0.0,30.181216847147788,30.181216847147788,-60.04137254943149,-0.10343137357874777,report-only,,spell payload ignored and left unchanged
29273,Khadgar's Knapsack,4,0,Misc,23,Held in Off-hand,held_in_off_hand,4,Epic,70,110,0,0,0.0,0.0,0.0,0.0,0.0,0.0,+49 Spell Power,+35 Spell Power,42.14,30.099999999999998,0.0,30.181216847147788,30.181216847147788,39.62326374518711,-0.26909732486635934,report-only,,
29274,Tears of Heaven,4,0,Misc,23,Held in Off-hand,held_in_off_hand,4,Epic,70,110,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"+40 Spell Power, +8 Mana per 5 sec","+23 Spell Power, +4 Mana per 5 sec",54.4,29.78,0.0,30.181216847147788,30.181216847147788,80.24455500090599,-1.329359413106972,report-only,,
29275,Searing Sunblade,2,15,Dagger,22,Off-hand Weapon,weapon_off_hand,4,Epic,70,110,0,0,77.0,145.0,77.0,145.0,85.38461538461539,85.38461538461539,"+24 Agility, +22 Stamina","+19 Agility, +17 Stamina",38.74,30.39,0.0,30.181216847147788,30.181216847147788,28.357979057630487,0.6917651926017147,report-only,,weapon damage unchanged: not enough comparable physical weapon samples
29346,Feltooth Eviscerator,2,15,Dagger,13,One-hand Weapon,weapon_one_hand,4,Epic,70,110,0,0,83.0,156.0,81.0,152.0,85.35714285714286,83.21428571428572,"+22 Crit Rating, +34 Attack Power","+30 Crit Rating, +47 Attack Power",39.0,53.5,0.0,53.89503008419248,53.89503008419248,-27.637112477577446,-0.7329619884716241,report-only,,weapon DPS median from 8 sample(s) within 10 ilvl
29347,Talisman of the Breaker,4,0,Misc,2,Neck,neck,4,Epic,70,110,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"+18 Stamina, +17 Intellect, +23 Spell Power","+11 Stamina, +11 Intellect, +14 Spell Power",48.84,30.41,0.0,30.181216847147788,30.181216847147788,61.82250121772517,0.7580315731167522,report-only,,spell payload ignored and left unchanged
29349,Adamantine Chain of the Unbroken,4,0,Misc,2,Neck,neck,4,Epic,70,110,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"+19 Stamina, +30 Crit Rating, +34 Attack Power","+10 Stamina, +15 Crit Rating, +17 Attack Power",59.730000000000004,30.2,0.0,30.181216847147788,30.181216847147788,97.90454540816388,0.062234577708840236,report-only,,
29350,The Black Stalk,2,19,Wand,26,Ranged,ranged,4,Epic,70,110,0,0,165.0,307.0,165.0,307.0,157.33333333333334,157.33333333333334,"+10 Stamina, +11 Crit Rating, +20 Spell Power","+15 Stamina, +17 Crit Rating, +31 Spell Power",34.9,53.71,0.0,53.89503008419248,53.89503008419248,-35.24449296070392,-0.3433156710431934,report-only,,weapon damage unchanged: not enough comparable caster weapon samples
29352,Cobalt Band of Tyrigosa,4,0,Misc,11,Finger,finger,4,Epic,70,110,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"+19 Stamina, +17 Intellect, +35 Spell Power","+10 Stamina, +9 Intellect, +17 Spell Power",59.83,30.32,0.0,30.181216847147788,30.181216847147788,98.23587731073907,0.45983286079907737,report-only,,
29354,Light-Touched Stole of Altruism,4,1,Cloth,16,Cloak,cloak,4,Epic,70,110,93,97,0.0,0.0,0.0,0.0,0.0,0.0,"+22 Stamina, +21 Intellect, +29 Spell Power","+11 Stamina, +10 Intellect, +14 Spell Power",60.68000000000001,29.41,0.0,30.181216847147788,30.181216847147788,101.05219848262826,-2.5552874526351963,report-only,,armor median from 25 sample(s) within 10 ilvl
29357,Master Thief's Gloves,4,2,Leather,10,Hands,hands,4,Epic,70,110,218,228,0.0,0.0,0.0,0.0,0.0,0.0,"+23 Agility, +25 Stamina, +58 Attack Power","+13 Agility, +15 Stamina, +34 Attack Power",68.75,40.05,0.0,39.88232226230243,39.88232226230243,72.38213850195949,0.42043122914148556,report-only,,spell payload ignored and left unchanged; armor median from 12 sample(s) within 10 ilvl
29367,Ring of Cryptic Dreams,4,0,Misc,11,Finger,finger,4,Epic,70,110,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"+16 Stamina, +17 Intellect, +20 Crit Rating, +23 Spell Power","+7 Stamina, +8 Intellect, +9 Crit Rating, +10 Spell Power",67.5,30.29,0.0,30.181216847147788,30.181216847147788,123.64903423825653,0.3604332900265151,report-only,,
29368,Manasurge Pendant,4,0,Misc,2,Neck,neck,4,Epic,70,110,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"+24 Stamina, +22 Intellect, +28 Spell Power","+12 Stamina, +11 Intellect, +14 Spell Power",62.16,31.08,0.0,30.181216847147788,30.181216847147788,105.95591064074111,2.9779553203705516,report-only,,
29369,Shawl of Shifting Probabilities,4,1,Cloth,16,Cloak,cloak,4,Epic,70,110,93,97,0.0,0.0,0.0,0.0,0.0,0.0,"+18 Stamina, +16 Intellect, +22 Crit Rating, +21 Spell Power","+8 Stamina, +7 Intellect, +10 Crit Rating, +9 Spell Power",68.12,30.1,0.0,30.181216847147788,30.181216847147788,125.70329203422274,-0.2690973248663475,report-only,,armor median from 25 sample(s) within 10 ilvl
29370,Icon of the Silver Crescent,4,0,Misc,12,Trinket,,4,Epic,70,110,0,0,0.0,0.0,0.0,0.0,0.0,0.0,+43 Spell Power,+43 Spell Power,36.98,36.98,0.0,0.0,1.0,0.0,0.0,skipped,trinket excluded; cannot classify inventory slot,spell payload ignored and left unchanged
29373,Band of Halos,4,0,Misc,11,Finger,finger,4,Epic,70,110,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"+22 Stamina, +21 Intellect, +25 Spell Power, +8 Mana per 5 sec","+9 Stamina, +8 Intellect, +10 Spell Power, +3 Mana per 5 sec",77.24000000000001,30.130000000000003,0.0,30.181216847147788,30.181216847147788,155.9207615490805,-0.16969775409378532,report-only,,
29374,Necklace of Eternal Hope,4,0,Misc,2,Neck,neck,4,Epic,70,110,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"+22 Stamina, +21 Intellect, +26 Spell Power, +5 Mana per 5 sec","+9 Stamina, +9 Intellect, +11 Spell Power, +2 Mana per 5 sec",70.6,29.490000000000002,0.0,30.181216847147788,30.181216847147788,133.92032321808753,-2.290221930575034,report-only,,
29375,Bishop's Cloak,4,1,Cloth,16,Cloak,cloak,4,Epic,70,110,93,97,0.0,0.0,0.0,0.0,0.0,0.0,"+16 Stamina, +17 Intellect, +25 Spell Power, +10 Mana per 5 sec","+7 Stamina, +7 Intellect, +10 Spell Power, +4 Mana per 5 sec",74.22,30.29,0.0,30.181216847147788,30.181216847147788,145.91453809130962,0.3604332900265151,report-only,,armor median from 25 sample(s) within 10 ilvl
29376,Essence of the Martyr,4,0,Misc,12,Trinket,,4,Epic,70,110,0,0,0.0,0.0,0.0,0.0,0.0,0.0,+44 Spell Power,+44 Spell Power,37.839999999999996,37.839999999999996,0.0,0.0,1.0,0.0,0.0,skipped,trinket excluded; cannot classify inventory slot,spell payload ignored and left unchanged
29379,Ring of Arathi Warlords,4,0,Misc,11,Finger,finger,4,Epic,70,110,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"+24 Stamina, +23 Crit Rating, +46 Attack Power","+12 Stamina, +11 Crit Rating, +22 Attack Power",62.08,30.04,0.0,30.181216847147788,30.181216847147788,105.69084511868094,-0.467896466411472,report-only,,
29381,Choker of Vile Intent,4,0,Misc,2,Neck,neck,4,Epic,70,110,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"+20 Agility, +18 Stamina, +18 Hit Rating, +42 Attack Power","+8 Agility, +8 Stamina, +8 Hit Rating, +18 Attack Power",71.06,30.36,0.0,30.181216847147788,30.181216847147788,135.44444996993346,0.5923656218291525,report-only,,
29382,Blood Knight War Cloak,4,1,Cloth,16,Cloak,cloak,4,Epic,70,110,93,97,0.0,0.0,0.0,0.0,0.0,0.0,"+23 Agility, +22 Stamina, +48 Attack Power","+11 Agility, +11 Stamina, +23 Attack Power",61.74,29.87,0.0,30.181216847147788,30.181216847147788,104.56431664992529,-1.0311607007892971,report-only,,armor median from 25 sample(s) within 10 ilvl
29383,Bloodlust Brooch,4,0,Misc,12,Trinket,,4,Epic,70,110,0,0,0.0,0.0,0.0,0.0,0.0,0.0,+72 Attack Power,+72 Attack Power,36.0,36.0,0.0,0.0,1.0,0.0,0.0,skipped,trinket excluded; cannot classify inventory slot,spell payload ignored and left unchanged
29384,Ring of Unyielding Force,4,0,Misc,11,Finger,finger,4,Epic,70,110,294,287,0.0,0.0,0.0,0.0,0.0,0.0,"+31 Stamina, +22 Defense Rating","+22 Stamina, +16 Defense Rating",42.769999999999996,30.740000000000002,0.0,30.181216847147788,30.181216847147788,41.71065473141083,1.8514268516149013,report-only,,armor median from 4 sample(s) within 10 ilvl
29385,Farstrider Defender's Cloak,4,1,Cloth,16,Cloak,cloak,4,Epic,70,110,267,97,0.0,0.0,0.0,0.0,0.0,0.0,"+30 Stamina, +75 Block Value","+13 Stamina, +33 Block Value",68.85,30.16,0.0,30.181216847147788,30.181216847147788,128.12201492302162,-0.07029818332123487,report-only,,armor median from 25 sample(s) within 10 ilvl
29386,Necklace of the Juggernaut,4,0,Misc,2,Neck,neck,4,Epic,70,110,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"+19 Agility, +33 Stamina, +22 Defense Rating","+9 Agility, +16 Stamina, +11 Defense Rating",63.11,30.72,0.0,30.181216847147788,30.181216847147788,109.10356371520547,1.785160471099852,report-only,,
29387,Gnomeregan Auto-Blocker 600,4,0,Misc,12,Trinket,,4,Epic,70,110,0,0,0.0,0.0,0.0,0.0,0.0,0.0,+117 Block Value,+117 Block Value,76.05,76.05,0.0,0.0,1.0,0.0,0.0,skipped,trinket excluded; cannot classify inventory slot,spell payload ignored and left unchanged
29463,Amber Bands of the Aggressor,4,4,Plate,9,Wrist,wrist,4,Epic,70,110,608,624,0.0,0.0,0.0,0.0,0.0,0.0,"+22 Strength, +36 Attack Power, +25 Stamina, +15 Defense Rating","+9 Strength, +15 Attack Power, +11 Stamina, +6 Defense Rating",71.75,29.87,0.0,30.181216847147788,30.181216847147788,137.7306400977023,-1.0311607007892971,report-only,,armor median from 15 sample(s) within 10 ilvl
30459,Netherflame Robe,4,1,Cloth,20,Robe,chest,3,Rare,70,110,149,156,0.0,0.0,0.0,0.0,0.0,0.0,"+35 Crit Rating, +14 Hit Rating, +21 Stamina, +41 Spell Power","+17 Crit Rating, +7 Hit Rating, +10 Stamina, +20 Spell Power",98.33,47.9,0.0,46.86524355147172,46.86524355147172,109.81433691260976,2.2079399787857983,report-only,,armor median from 30 sample(s) within 10 ilvl
30460,Netherflame Belt,4,1,Cloth,6,Waist,waist,3,Rare,70,110,84,88,0.0,0.0,0.0,0.0,0.0,0.0,"+11 Crit Rating, +25 Hit Rating, +16 Stamina, +29 Spell Power","+5 Crit Rating, +12 Hit Rating, +8 Stamina, +14 Spell Power",71.66,34.4,0.0,34.680280228089075,34.680280228089075,106.63039493538875,-0.8081832852724896,report-only,,armor median from 13 sample(s) within 10 ilvl
30461,Netherflame Boots,4,1,Cloth,8,Feet,feet,3,Rare,70,110,103,106,0.0,0.0,0.0,0.0,0.0,0.0,"+25 Crit Rating, +11 Hit Rating, +16 Stamina, +29 Spell Power","+12 Crit Rating, +5 Hit Rating, +8 Stamina, +14 Spell Power",71.66,34.4,0.0,34.680280228089075,34.680280228089075,106.63039493538875,-0.8081832852724896,report-only,,armor median from 15 sample(s) within 10 ilvl
30463,Lifeblood Belt,4,1,Cloth,6,Waist,waist,3,Rare,70,110,84,88,0.0,0.0,0.0,0.0,0.0,0.0,"+11 Intellect, +16 Stamina, +29 Spell Power, +13 Mana per 5 sec","+5 Intellect, +7 Stamina, +13 Spell Power, +6 Mana per 5 sec",79.16,35.870000000000005,0.0,34.680280228089075,34.680280228089075,128.25651776563458,3.4305367894557093,report-only,,rounding remained outside configured tolerance; armor median from 13 sample(s) within 10 ilvl
30531,Breeches of the Occultist,4,1,Cloth,7,Legs,legs,4,Epic,70,110,163,170,0.0,0.0,0.0,0.0,0.0,0.0,"+37 Stamina, +22 Intellect, +23 Crit Rating, +36 Spell Power","+11 Stamina, +7 Intellect, +7 Crit Rating, +10 Spell Power",100.75,29.97,24.0,53.89503008419248,29.895030084192477,131.4684671390311,0.13910357910628662,report-only,,socket budget counted; socket colors and socket bonus unchanged; armor median from 16 sample(s) within 10 ilvl
30532,Kirin Tor Master's Trousers,4,1,Cloth,7,Legs,legs,4,Epic,70,110,163,170,0.0,0.0,0.0,0.0,0.0,0.0,"+27 Stamina, +29 Intellect, +25 Spirit, +36 Spell Power","+8 Stamina, +8 Intellect, +7 Spirit, +11 Spell Power",103.05000000000001,29.82,24.0,53.89503008419248,29.895030084192477,135.73602204419964,-0.1392152190568744,report-only,,socket budget counted; socket colors and socket bonus unchanged; armor median from 16 sample(s) within 10 ilvl
