expansion_band,ilvl_band,item_level,origin_expansion,origin_label,pvp_family,quality,quality_label,slot_key,role,peer_group,count,median_visible_budget,median_special_weapon_budget,median_total_budget_with_sockets,median_target_budget,median_percent_over_under,max_abs_median_percent_over_under,peer_outlier_count,sql_blocked_count
burning_crusade,090-104,90,-1,custom_or_unknown,none,2,Uncommon,hands,caster,origin=-1;quality=2;slot=hands;armor=1;weapon=none;pvp=none;role=caster,1,21.0,0.0,21.0,21.0,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,2,Uncommon,hands,physical,origin=-1;quality=2;slot=hands;armor=2;weapon=none;pvp=none;role=physical,1,34.05,0.0,34.05,34.05,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,2,Uncommon,hands,physical,origin=-1;quality=2;slot=hands;armor=4;weapon=none;pvp=none;role=physical,1,34.4,0.0,34.4,34.4,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,2,Uncommon,head,caster,origin=-1;quality=2;slot=head;armor=1;weapon=none;pvp=none;role=caster,1,28.0,0.0,28.0,28.0,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,2,Uncommon,head,physical,origin=-1;quality=2;slot=head;armor=2;weapon=none;pvp=none;role=physical,1,45.4,0.0,45.4,45.4,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,2,Uncommon,head,physical,origin=-1;quality=2;slot=head;armor=4;weapon=none;pvp=none;role=physical,1,46.09,0.0,46.09,46.09,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,2,Uncommon,legs,caster,origin=-1;quality=2;slot=legs;armor=1;weapon=none;pvp=none;role=caster,1,28.0,0.0,28.0,28.0,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,2,Uncommon,legs,physical,origin=-1;quality=2;slot=legs;armor=2;weapon=none;pvp=none;role=physical,1,45.4,0.0,45.4,45.4,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,2,Uncommon,legs,physical,origin=-1;quality=2;slot=legs;armor=4;weapon=none;pvp=none;role=physical,1,46.09,0.0,46.09,46.09,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,2,Uncommon,neck,healer,origin=-1;quality=2;slot=neck;armor=0;weapon=none;pvp=none;role=healer,1,16.0,0.0,16.0,16.0,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,2,Uncommon,neck,physical,origin=-1;quality=2;slot=neck;armor=0;weapon=none;pvp=none;role=physical,2,25.71,0.0,25.71,25.71,0.035,0.035,0,2
burning_crusade,090-104,90,-1,custom_or_unknown,none,2,Uncommon,ranged,caster,origin=-1;quality=2;slot=ranged;armor=none;weapon=ranged:wand;pvp=none;role=caster,1,9.0,0.0,9.0,9.0,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,2,Uncommon,ranged,physical,origin=-1;quality=2;slot=ranged;armor=none;weapon=ranged:bow_gun_crossbow;pvp=none;role=physical,2,14.19,0.0,14.19,14.19,0.029,0.029,0,2
burning_crusade,090-104,90,-1,custom_or_unknown,none,2,Uncommon,shoulder,caster,origin=-1;quality=2;slot=shoulder;armor=1;weapon=none;pvp=none;role=caster,1,21.0,0.0,21.0,21.0,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,2,Uncommon,shoulder,physical,origin=-1;quality=2;slot=shoulder;armor=2;weapon=none;pvp=none;role=physical,1,34.05,0.0,34.05,34.05,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,2,Uncommon,shoulder,physical,origin=-1;quality=2;slot=shoulder;armor=4;weapon=none;pvp=none;role=physical,1,34.4,0.0,34.4,34.4,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,2,Uncommon,waist,generic,origin=-1;quality=2;slot=waist;armor=1;weapon=none;pvp=none;role=generic,1,14.07,0.0,14.07,14.07,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,2,Uncommon,waist,physical,origin=-1;quality=2;slot=waist;armor=2;weapon=none;pvp=none;role=physical,1,34.05,0.0,34.05,34.05,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,2,Uncommon,waist,physical,origin=-1;quality=2;slot=waist;armor=4;weapon=none;pvp=none;role=physical,1,34.4,0.0,34.4,34.4,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,2,Uncommon,weapon_one_hand,physical,origin=-1;quality=2;slot=weapon_one_hand;armor=none;weapon=weapon_one_hand:physical;pvp=none;role=physical,1,19.36,0.0,19.36,19.36,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,2,Uncommon,weapon_two_hand,caster,origin=-1;quality=2;slot=weapon_two_hand;armor=none;weapon=weapon_two_hand:physical;pvp=none;role=caster,1,46.09,0.0,46.09,46.09,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,2,Uncommon,weapon_two_hand,physical,origin=-1;quality=2;slot=weapon_two_hand;armor=none;weapon=weapon_two_hand:physical;pvp=none;role=physical,1,46.09,0.0,46.09,46.09,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,2,Uncommon,wrist,caster,origin=-1;quality=2;slot=wrist;armor=1;weapon=none;pvp=none;role=caster,1,16.0,0.0,16.0,16.0,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,2,Uncommon,wrist,physical,origin=-1;quality=2;slot=wrist;armor=2;weapon=none;pvp=none;role=physical,1,25.37,0.0,25.37,25.37,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,2,Uncommon,wrist,physical,origin=-1;quality=2;slot=wrist;armor=4;weapon=none;pvp=none;role=physical,1,26.05,0.0,26.05,26.05,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,chest,healer,origin=-1;quality=4;slot=chest;armor=1;weapon=none;pvp=none;role=healer,1,87.72,0.0,87.72,87.72,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,chest,physical,origin=-1;quality=4;slot=chest;armor=4;weapon=none;pvp=none;role=physical,1,52.77,0.0,52.77,52.77,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,chest,tank,origin=-1;quality=4;slot=chest;armor=2;weapon=none;pvp=none;role=tank,1,89.75,0.0,89.75,89.75,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,chest,tank,origin=-1;quality=4;slot=chest;armor=4;weapon=none;pvp=none;role=tank,1,54.05,0.0,90.05,90.05,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,cloak,healer,origin=-1;quality=4;slot=cloak;armor=1;weapon=none;pvp=none;role=healer,1,46.53,0.0,46.53,46.53,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,cloak,physical,origin=-1;quality=4;slot=cloak;armor=1;weapon=none;pvp=none;role=physical,2,32.885,0.0,32.885,32.885,2.285,2.285,2,2
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,feet,healer,origin=-1;quality=4;slot=feet;armor=1;weapon=none;pvp=none;role=healer,1,46.04,0.0,46.04,46.04,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,feet,physical,origin=-1;quality=4;slot=feet;armor=2;weapon=none;pvp=none;role=physical,1,49.06,0.0,49.06,49.06,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,feet,physical,origin=-1;quality=4;slot=feet;armor=4;weapon=none;pvp=none;role=physical,1,39.41,0.0,39.41,39.41,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,finger,healer,origin=-1;quality=4;slot=finger;armor=0;weapon=none;pvp=none;role=healer,1,46.53,0.0,46.53,46.53,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,finger,physical,origin=-1;quality=4;slot=finger;armor=0;weapon=none;pvp=none;role=physical,2,32.885,0.0,32.885,32.885,2.285,2.285,2,2
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,hands,healer,origin=-1;quality=4;slot=hands;armor=1;weapon=none;pvp=none;role=healer,1,46.04,0.0,46.04,46.04,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,hands,physical,origin=-1;quality=4;slot=hands;armor=2;weapon=none;pvp=none;role=physical,1,49.06,0.0,49.06,49.06,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,hands,physical,origin=-1;quality=4;slot=hands;armor=4;weapon=none;pvp=none;role=physical,1,39.41,0.0,39.41,39.41,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,head,healer,origin=-1;quality=4;slot=head;armor=1;weapon=none;pvp=none;role=healer,1,87.72,0.0,87.72,87.72,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,head,physical,origin=-1;quality=4;slot=head;armor=4;weapon=none;pvp=none;role=physical,1,52.77,0.0,52.77,52.77,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,head,tank,origin=-1;quality=4;slot=head;armor=2;weapon=none;pvp=none;role=tank,1,89.75,0.0,89.75,89.75,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,legs,healer,origin=-1;quality=4;slot=legs;armor=1;weapon=none;pvp=none;role=healer,1,87.72,0.0,87.72,87.72,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,legs,physical,origin=-1;quality=4;slot=legs;armor=2;weapon=none;pvp=none;role=physical,1,85.75,0.0,85.75,85.75,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,legs,tank,origin=-1;quality=4;slot=legs;armor=4;weapon=none;pvp=none;role=tank,1,72.77,0.0,72.77,72.77,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,neck,healer,origin=-1;quality=4;slot=neck;armor=0;weapon=none;pvp=none;role=healer,1,46.53,0.0,46.53,46.53,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,neck,physical,origin=-1;quality=4;slot=neck;armor=0;weapon=none;pvp=none;role=physical,2,32.885,0.0,32.885,32.885,2.285,2.285,2,2
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,ranged,healer,origin=-1;quality=4;slot=ranged;armor=none;weapon=ranged:wand;pvp=none;role=healer,1,26.85,0.0,26.85,26.85,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,ranged,physical,origin=-1;quality=4;slot=ranged;armor=none;weapon=ranged:bow_gun_crossbow;pvp=none;role=physical,2,22.28,0.0,22.28,22.28,13.384,13.384,2,2
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,shoulder,healer,origin=-1;quality=4;slot=shoulder;armor=1;weapon=none;pvp=none;role=healer,1,46.04,0.0,46.04,46.04,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,shoulder,physical,origin=-1;quality=4;slot=shoulder;armor=2;weapon=none;pvp=none;role=physical,1,49.06,0.0,49.06,49.06,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,shoulder,physical,origin=-1;quality=4;slot=shoulder;armor=4;weapon=none;pvp=none;role=physical,1,39.41,0.0,39.41,39.41,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,waist,healer,origin=-1;quality=4;slot=waist;armor=1;weapon=none;pvp=none;role=healer,1,46.04,0.0,46.04,46.04,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,waist,physical,origin=-1;quality=4;slot=waist;armor=2;weapon=none;pvp=none;role=physical,1,49.06,0.0,49.06,49.06,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,waist,physical,origin=-1;quality=4;slot=waist;armor=4;weapon=none;pvp=none;role=physical,1,39.41,0.0,39.41,39.41,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,weapon_main_hand,generic,origin=-1;quality=4;slot=weapon_main_hand;armor=none;weapon=weapon_main_hand:physical;pvp=none;role=generic,1,24.68,0.0,52.68,52.68,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,weapon_one_hand,tank,origin=-1;quality=4;slot=weapon_one_hand;armor=none;weapon=weapon_one_hand:physical;pvp=none;role=tank,1,39.7,0.0,39.7,39.7,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,weapon_two_hand,healer,origin=-1;quality=4;slot=weapon_two_hand;armor=none;weapon=weapon_two_hand:physical;pvp=none;role=healer,1,77.72,0.0,77.72,77.72,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,weapon_two_hand,tank,origin=-1;quality=4;slot=weapon_two_hand;armor=none;weapon=weapon_two_hand:physical;pvp=none;role=tank,1,72.77,0.0,72.77,72.77,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,wrist,healer,origin=-1;quality=4;slot=wrist;armor=1;weapon=none;pvp=none;role=healer,1,46.53,0.0,46.53,46.53,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,wrist,physical,origin=-1;quality=4;slot=wrist;armor=2;weapon=none;pvp=none;role=physical,1,36.38,0.0,36.38,36.38,0.0,0.0,0,1
burning_crusade,090-104,90,-1,custom_or_unknown,none,4,Epic,wrist,physical,origin=-1;quality=4;slot=wrist;armor=4;weapon=none;pvp=none;role=physical,1,29.39,0.0,29.39,29.39,0.0,0.0,0,1
burning_crusade,090-104,90,0,vanilla,none,4,Epic,cloak,caster,origin=0;quality=4;slot=cloak;armor=1;weapon=none;pvp=none;role=caster,1,63.4,0.0,63.4,63.4,0.0,0.0,0,1
burning_crusade,090-104,90,0,vanilla,none,4,Epic,cloak,physical,origin=0;quality=4;slot=cloak;armor=1;weapon=none;pvp=none;role=physical,1,46.37,0.0,46.37,46.37,0.0,0.0,0,1
burning_crusade,090-104,90,0,vanilla,none,4,Epic,held_in_off_hand,caster,origin=0;quality=4;slot=held_in_off_hand;armor=0;weapon=none;pvp=none;role=caster,1,60.4,0.0,60.4,60.4,0.0,0.0,0,1
burning_crusade,090-104,90,0,vanilla,none,4,Epic,held_in_off_hand,healer,origin=0;quality=4;slot=held_in_off_hand;armor=0;weapon=none;pvp=none;role=healer,1,56.91,0.0,56.91,56.91,0.0,0.0,0,1
burning_crusade,090-104,90,0,vanilla,none,4,Epic,shield,tank,origin=0;quality=4;slot=shield;armor=shield;weapon=shield;pvp=none;role=tank,1,63.37,0.0,63.37,63.37,0.0,0.0,0,1
burning_crusade,090-104,90,0,vanilla,none,5,Legendary,weapon_two_hand,caster,origin=0;quality=5;slot=weapon_two_hand;armor=none;weapon=weapon_two_hand:caster;pvp=none;role=caster,2,84.935,129.0,84.935,84.935,1.717,1.717,2,2
burning_crusade,090-104,90,0,vanilla,none,5,Legendary,weapon_two_hand,caster,origin=0;quality=5;slot=weapon_two_hand;armor=none;weapon=weapon_two_hand:physical;pvp=none;role=caster,1,211.36,210.0,211.36,211.36,0.0,0.0,0,1
burning_crusade,090-104,90,0,vanilla,none,5,Legendary,weapon_two_hand,healer,origin=0;quality=5;slot=weapon_two_hand;armor=none;weapon=weapon_two_hand:caster;pvp=none;role=healer,1,73.76,137.6,73.76,73.76,0.0,0.0,0,1
burning_crusade,090-104,90,1,tbc,none,2,Uncommon,chest,healer,origin=1;quality=2;slot=chest;armor=1;weapon=none;pvp=none;role=healer,1,54.12,0.0,78.12,78.12,0.0,0.0,0,1
burning_crusade,090-104,90,1,tbc,none,2,Uncommon,cloak,caster,origin=1;quality=2;slot=cloak;armor=1;weapon=none;pvp=none;role=caster,1,36.04,0.0,36.04,36.04,0.0,0.0,0,1
burning_crusade,090-104,90,1,tbc,none,2,Uncommon,cloak,healer,origin=1;quality=2;slot=cloak;armor=1;weapon=none;pvp=none;role=healer,2,42.79,0.0,42.79,42.79,0.006,0.006,0,2
burning_crusade,090-104,90,1,tbc,none,2,Uncommon,cloak,physical,origin=1;quality=2;slot=cloak;armor=1;weapon=none;pvp=none;role=physical,1,40.05,0.0,40.05,40.05,0.0,0.0,0,1
burning_crusade,090-104,90,1,tbc,none,2,Uncommon,feet,caster,origin=1;quality=2;slot=feet;armor=1;weapon=none;pvp=none;role=caster,1,48.42,0.0,48.42,48.42,0.0,0.0,0,1
burning_crusade,090-104,90,1,tbc,none,2,Uncommon,finger,caster,origin=1;quality=2;slot=finger;armor=0;weapon=none;pvp=none;role=caster,1,36.1,0.0,36.1,36.1,0.0,0.0,0,1
burning_crusade,090-104,90,1,tbc,none,2,Uncommon,finger,physical,origin=1;quality=2;slot=finger;armor=0;weapon=none;pvp=none;role=physical,1,40.0,0.0,40.0,37.03,8.021,8.021,0,0
burning_crusade,090-104,90,1,tbc,none,2,Uncommon,hands,caster,origin=1;quality=2;slot=hands;armor=1;weapon=none;pvp=none;role=caster,1,53.34,0.0,53.34,53.34,0.0,0.0,0,1
burning_crusade,090-104,90,1,tbc,none,2,Uncommon,hands,caster,origin=1;quality=2;slot=hands;armor=4;weapon=none;pvp=none;role=caster,1,60.12,0.0,60.12,60.12,0.0,0.0,0,1
burning_crusade,090-104,90,1,tbc,none,2,Uncommon,hands,physical,origin=1;quality=2;slot=hands;armor=2;weapon=none;pvp=none;role=physical,1,55.07,0.0,55.07,55.07,0.0,0.0,0,1
burning_crusade,090-104,90,1,tbc,none,2,Uncommon,hands,physical,origin=1;quality=2;slot=hands;armor=4;weapon=none;pvp=none;role=physical,1,38.07,0.0,38.07,38.07,0.0,0.0,0,1
burning_crusade,090-104,90,1,tbc,none,2,Uncommon,head,generic,origin=1;quality=2;slot=head;armor=3;weapon=none;pvp=none;role=generic,1,64.11,0.0,64.11,64.11,0.0,0.0,0,1
burning_crusade,090-104,90,1,tbc,none,2,Uncommon,head,generic,origin=1;quality=2;slot=head;armor=4;weapon=none;pvp=none;role=generic,1,45.74,0.0,69.74,69.74,0.0,0.0,0,1
burning_crusade,090-104,90,1,tbc,none,2,Uncommon,head,healer,origin=1;quality=2;slot=head;armor=1;weapon=none;pvp=none;role=healer,1,63.1,0.0,63.1,63.1,0.0,0.0,0,1
burning_crusade,090-104,90,1,tbc,none,2,Uncommon,head,physical,origin=1;quality=2;slot=head;armor=2;weapon=none;pvp=none;role=physical,1,50.04,0.0,74.04,74.04,0.0,0.0,0,1
burning_crusade,090-104,90,1,tbc,none,2,Uncommon,legs,physical,origin=1;quality=2;slot=legs;armor=3;weapon=none;pvp=none;role=physical,1,54.06,0.0,78.06,78.06,0.0,0.0,0,1
burning_crusade,090-104,90,1,tbc,none,2,Uncommon,neck,tank,origin=1;quality=2;slot=neck;armor=0;weapon=none;pvp=none;role=tank,1,30.06,0.0,30.06,30.06,0.0,0.0,0,1
burning_crusade,090-104,90,1,tbc,none,2,Uncommon,shoulder,healer,origin=1;quality=2;slot=shoulder;armor=1;weapon=none;pvp=none;role=healer,1,48.34,0.0,48.34,48.34,0.0,0.0,0,1
burning_crusade,090-104,90,1,tbc,none,2,Uncommon,shoulder,physical,origin=1;quality=2;slot=shoulder;armor=3;weapon=none;pvp=none;role=physical,1,48.0,0.0,48.0,48.0,0.0,0.0,0,1
burning_crusade,090-104,90,1,tbc,none,2,Uncommon,waist,caster,origin=1;quality=2;slot=waist;armor=4;weapon=none;pvp=none;role=caster,1,55.83,0.0,55.83,55.83,0.0,0.0,0,1
burning_crusade,090-104,90,1,tbc,none,2,Uncommon,waist,generic,origin=1;quality=2;slot=waist;armor=4;weapon=none;pvp=none;role=generic,2,48.08,0.0,48.08,48.08,0.0,0.0,0,2
burning_crusade,090-104,90,1,tbc,none,2,Uncommon,waist,physical,origin=1;quality=2;slot=waist;armor=2;weapon=none;pvp=none;role=physical,1,48.0,0.0,48.0,48.0,0.0,0.0,0,1
burning_crusade,090-104,90,1,tbc,none,2,Uncommon,waist,physical,origin=1;quality=2;slot=waist;armor=4;weapon=none;pvp=none;role=physical,1,41.1,0.0,41.1,41.1,0.0,0.0,0,1
burning_crusade,090-104,90,1,tbc,none,2,Uncommon,weapon_main_hand,caster,origin=1;quality=2;slot=weapon_main_hand;armor=none;weapon=weapon_main_hand:caster;pvp=none;role=caster,2,0.0,22.36,0.0,0.0,0.0,0.0,0,2
burning_crusade,090-104,90,1,tbc,none,2,Uncommon,weapon_two_hand,physical,origin=1;quality=2;slot=weapon_two_hand;armor=none;weapon=weapon_two_hand:physical;pvp=none;role=physical,1,0.0,52.0,0.0,34.55,-100.0,100.0,1,0
burning_crusade,090-104,90,1,tbc,none,2,Uncommon,wrist,healer,origin=1;quality=2;slot=wrist;armor=2;weapon=none;pvp=none;role=healer,2,36.04,0.0,36.04,36.04,0.0,0.0,0,2
burning_crusade,090-104,90,1,tbc,none,2,Uncommon,wrist,physical,origin=1;quality=2;slot=wrist;armor=3;weapon=none;pvp=none;role=physical,2,36.0,0.0,36.0,36.0,0.0,0.0,0,2
burning_crusade,090-104,90,1,tbc,none,4,Epic,hands,physical,origin=1;quality=4;slot=hands;armor=4;weapon=none;pvp=none;role=physical,1,67.42,0.0,67.42,67.42,0.0,0.0,0,1
burning_crusade,090-104,91,1,tbc,none,3,Rare,chest,healer,origin=1;quality=3;slot=chest;armor=3;weapon=none;pvp=none;role=healer,1,58.52,0.0,82.52,82.52,0.0,0.0,0,1
burning_crusade,090-104,91,1,tbc,none,3,Rare,chest,physical,origin=1;quality=3;slot=chest;armor=2;weapon=none;pvp=none;role=physical,1,59.1,0.0,83.1,83.1,0.0,0.0,0,1
burning_crusade,090-104,91,1,tbc,none,3,Rare,chest,physical,origin=1;quality=3;slot=chest;armor=4;weapon=none;pvp=none;role=physical,1,62.41,0.0,86.41,86.41,0.0,0.0,0,1
burning_crusade,090-104,91,1,tbc,none,3,Rare,cloak,caster,origin=1;quality=3;slot=cloak;armor=1;weapon=none;pvp=none;role=caster,1,52.39,0.0,52.39,52.39,0.0,0.0,0,1
burning_crusade,090-104,91,1,tbc,none,3,Rare,cloak,physical,origin=1;quality=3;slot=cloak;armor=1;weapon=none;pvp=none;role=physical,1,37.0,0.0,37.0,37.0,0.0,0.0,0,1
burning_crusade,090-104,91,1,tbc,none,3,Rare,cloak,tank,origin=1;quality=3;slot=cloak;armor=1;weapon=none;pvp=none;role=tank,1,30.74,0.0,30.74,30.74,0.0,0.0,0,1
burning_crusade,090-104,91,1,tbc,none,3,Rare,feet,caster,origin=1;quality=3;slot=feet;armor=1;weapon=none;pvp=none;role=caster,1,51.48,0.0,67.48,67.48,0.0,0.0,0,1
burning_crusade,090-104,91,1,tbc,none,3,Rare,feet,physical,origin=1;quality=3;slot=feet;armor=2;weapon=none;pvp=none;role=physical,1,66.71,0.0,66.71,66.71,0.0,0.0,0,1
burning_crusade,090-104,91,1,tbc,none,3,Rare,feet,physical,origin=1;quality=3;slot=feet;armor=4;weapon=none;pvp=none;role=physical,1,64.04,0.0,64.04,64.04,0.0,0.0,0,1
burning_crusade,090-104,91,1,tbc,none,3,Rare,hands,caster,origin=1;quality=3;slot=hands;armor=1;weapon=none;pvp=none;role=caster,1,68.5,0.0,68.5,68.5,0.0,0.0,0,1
burning_crusade,090-104,91,1,tbc,none,3,Rare,hands,generic,origin=1;quality=3;slot=hands;armor=2;weapon=none;pvp=none;role=generic,1,51.0,0.0,67.0,67.0,0.0,0.0,0,1
burning_crusade,090-104,91,1,tbc,none,3,Rare,hands,healer,origin=1;quality=3;slot=hands;armor=1;weapon=none;pvp=none;role=healer,1,62.06,0.0,62.06,62.06,0.0,0.0,0,1
burning_crusade,090-104,91,1,tbc,none,3,Rare,hands,healer,origin=1;quality=3;slot=hands;armor=3;weapon=none;pvp=none;role=healer,1,68.81,0.0,68.81,68.81,0.0,0.0,0,1
burning_crusade,090-104,91,1,tbc,none,3,Rare,hands,physical,origin=1;quality=3;slot=hands;armor=2;weapon=none;pvp=none;role=physical,1,50.06,0.0,66.06,66.06,0.0,0.0,0,1
burning_crusade,090-104,91,1,tbc,none,3,Rare,head,physical,origin=1;quality=3;slot=head;armor=2;weapon=none;pvp=none;role=physical,1,106.08,0.0,106.08,106.08,0.0,0.0,0,1
burning_crusade,090-104,91,1,tbc,none,3,Rare,legs,caster,origin=1;quality=3;slot=legs;armor=1;weapon=none;pvp=none;role=caster,1,98.44,0.0,98.44,98.44,0.0,0.0,0,1
burning_crusade,090-104,91,1,tbc,none,3,Rare,legs,healer,origin=1;quality=3;slot=legs;armor=4;weapon=none;pvp=none;role=healer,1,97.09,0.0,97.09,97.09,0.0,0.0,0,1
